;0;1;2;3;4;5;6;7;8;9;10;Asignacion
333;14;0;0;2;5;12;7,071067812;5,099019514;6,32455532;7,071067812;6,708203932;3
334;15;0;0;1;5;12;5,385164807;4,123105626;2,236067977;5,385164807;1,414213562;5
335;16;0;0;1;5;11;7,071067812;5,099019514;6,32455532;7,071067812;6,708203932;3
336;17;0;0;0;5;11;2,236067977;8,062257748;2,236067977;2,236067977;2,828427125;4
337;18;0;0;0;4;11;9,055385138;7,615773106;6,32455532;9,055385138;5,385164807;5
338;19;0;0;0;4;10;10;2;7,615773106;10;7,280109889;5
339;20;0;0;0;4;9;6,08276253;5;3;6,08276253;2;5
340;1;1;1;5;5;20;5,099019514;5,099019514;2;5,099019514;1;5
341;2;1;1;5;5;19;2,236067977;8,062257748;2,236067977;2,236067977;2,828427125;1
342;3;0;1;5;5;19;5,830951895;3,16227766;2,828427125;5,830951895;2,236067977;5
343;4;0;1;5;5;18;8,544003745;3,605551275;7;8,544003745;7,071067812;5
344;5;0;1;5;5;17;8;6,32455532;7,615773106;8;8,062257748;3
345;6;0;1;4;5;17;6,08276253;7;3,605551275;6,08276253;2,828427125;5
346;7;0;1;4;5;16;5;3,605551275;3;5;3,16227766;5
347;8;0;1;4;5;15;0;8,485281374;3,16227766;0;4,123105626;4
348;9;0;1;4;4;15;7;6,08276253;4,123105626;7;3,16227766;5
349;10;0;1;4;4;14;10,81665383;3;7,810249676;10,81665383;7,071067812;2
350;11;0;0;4;4;14;2,236067977;6,403124237;1;2,236067977;2;3
351;12;0;0;3;4;14;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
352;13;0;0;3;4;13;2,236067977;8,062257748;2,236067977;2,236067977;2,828427125;4
353;14;0;0;3;3;13;4;6,32455532;1,414213562;4;1;5
354;15;0;0;3;3;12;5,385164807;4,123105626;2,236067977;5,385164807;1,414213562;5
355;16;0;0;3;3;11;8,062257748;2,236067977;6,08276253;8,062257748;6;5
356;17;0;0;3;3;10;3,16227766;7,615773106;2;3,16227766;2,236067977;5
357;18;0;0;3;3;9;4,123105626;5,385164807;3,605551275;4,123105626;4,242640687;3
358;19;0;0;2;3;9;6,32455532;4;5,099019514;6,32455532;5,385164807;3
359;20;0;0;1;3;9;5,099019514;5,099019514;4,472135955;5,099019514;5;3
360;1;1;1;5;5;20;6,708203932;3;3,605551275;6,708203932;2,828427125;5
361;2;1;1;5;5;19;2,236067977;6,403124237;2,236067977;2,236067977;3,16227766;4
362;3;1;1;5;4;19;2,828427125;5,656854249;1,414213562;2,828427125;2,236067977;3
363;4;1;1;4;4;19;7,071067812;7,071067812;4,472135955;7,071067812;3,605551275;5
364;5;1;1;4;4;18;8,602325267;1,414213562;5,656854249;8,602325267;5;5
365;6;1;1;4;4;17;10;2;7,071067812;10;6,403124237;2
366;7;1;0;4;4;17;5;6,08276253;2,236067977;5;1,414213562;5
367;8;1;0;4;4;16;5,830951895;3,16227766;4;5,830951895;4,123105626;3
368;9;1;0;3;4;16;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
369;10;1;0;3;4;15;8;6,32455532;7,615773106;8;8,062257748;3
370;11;1;0;2;4;15;4;6,32455532;4,242640687;4;5;1
371;12;0;0;2;4;15;8;6,32455532;7,615773106;8;8,062257748;3
372;13;0;0;1;4;15;5,656854249;2,828427125;3,16227766;5,656854249;3;5
373;14;0;0;1;4;14;4,123105626;7,280109889;2,236067977;4,123105626;2;5
374;15;0;0;1;4;13;3,16227766;7,615773106;2;3,16227766;2,236067977;3
375;16;0;0;0;4;13;6,708203932;3;5;6,708203932;5,099019514;5
376;17;0;0;0;4;12;7,211102551;2;4,242640687;7,211102551;3,605551275;5
377;18;0;0;0;4;11;5,099019514;5,099019514;2;5,099019514;1;5
378;19;0;0;0;4;10;5,830951895;3,16227766;2,828427125;5,830951895;2,236067977;5
379;20;0;0;0;4;9;10;2;7,071067812;10;6,403124237;5
380;1;1;1;5;5;20;7,071067812;7,071067812;4,472135955;7,071067812;3,605551275;5
381;2;1;1;5;5;19;5;6,08276253;5;5;5,656854249;4
382;3;1;1;5;4;19;4,123105626;5,385164807;3,605551275;4,123105626;4,242640687;3
383;4;1;1;4;4;19;7,211102551;2;4,242640687;7,211102551;3,605551275;5
384;5;1;1;4;4;18;9,219544457;5;6,08276253;9,219544457;5,099019514;5
385;6;1;1;4;4;17;5,830951895;3,16227766;4;5,830951895;4,123105626;5
386;7;1;1;4;4;16;8,602325267;1,414213562;5,656854249;8,602325267;5;2
387;8;1;0;4;4;16;7,071067812;5,099019514;6,32455532;7,071067812;6,708203932;3
388;9;1;0;3;4;16;1;9,219544457;3,605551275;1;4,472135955;1
389;10;0;0;3;4;16;3,16227766;5,830951895;0;3,16227766;1;3
390;11;0;0;2;4;16;7,280109889;4,123105626;6,08276253;7,280109889;6,32455532;3
391;12;0;0;1;4;16;5,656854249;2,828427125;3,16227766;5,656854249;3;5
392;13;0;0;1;4;15;6,08276253;7;3,605551275;6,08276253;2,828427125;5
393;14;0;0;1;4;14;6;6;5,830951895;6;6,403124237;4
394;15;0;0;1;3;14;6,708203932;3;5;6,708203932;5,099019514;5
395;16;0;0;1;3;13;5;6,08276253;5;5;5,656854249;4
396;17;0;0;1;2;13;6;6;3,16227766;6;2,236067977;5
397;18;0;0;1;2;12;8,602325267;1,414213562;5,656854249;8,602325267;5;5
398;19;0;0;1;2;11;4,242640687;4,242640687;2;4,242640687;2,236067977;3
399;20;0;0;0;2;11;5,830951895;3,16227766;4;5,830951895;4,123105626;5
400;1;1;1;5;5;20;9,219544457;1;6,403124237;9,219544457;5,830951895;5
401;2;1;1;5;5;19;8,94427191;2,828427125;7,071067812;8,94427191;7;5
402;3;1;1;5;5;18;3;6,708203932;3,605551275;3;4,472135955;4
403;4;1;1;5;4;18;10;2;7,615773106;10;7,280109889;2
404;5;1;0;5;4;18;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
405;6;1;0;5;4;17;4,123105626;7,280109889;2,236067977;4,123105626;2;5
406;7;1;0;5;4;16;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
407;8;1;0;5;4;15;8,062257748;2,236067977;6,08276253;8,062257748;6;5
408;9;1;0;5;4;14;5,385164807;4,123105626;2,236067977;5,385164807;1,414213562;5
409;10;1;0;5;4;13;9,486832981;4,242640687;6,32455532;9,486832981;5,385164807;5
410;11;1;0;5;4;12;3,16227766;5,830951895;0;3,16227766;1;3
411;12;1;0;4;4;12;3,605551275;5;2,236067977;3,605551275;2,828427125;3
412;13;1;0;3;4;12;7,211102551;2;5,099019514;7,211102551;5;5
413;14;1;0;3;4;11;4,472135955;4,472135955;3,16227766;4,472135955;3,605551275;3
414;15;1;0;2;4;11;7;6,08276253;4,123105626;7;3,16227766;5
415;16;1;0;2;4;10;4,123105626;5,385164807;1;4,123105626;0;5
416;17;1;0;2;4;9;1,414213562;7,071067812;2;1,414213562;3;1
417;18;0;0;2;4;9;4,123105626;5,385164807;3,605551275;4,123105626;4,242640687;3
418;19;0;0;1;4;9;5,099019514;5,099019514;4,472135955;5,099019514;5;3
419;20;0;0;0;4;9;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
420;1;1;1;5;5;20;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
421;2;1;1;5;5;19;12,04159458;3,605551275;9,219544457;12,04159458;8,602325267;5
422;3;1;1;5;5;18;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
423;4;1;1;5;5;17;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
424;5;1;1;5;5;16;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
425;6;1;1;5;5;15;9,219544457;5;6,08276253;9,219544457;5,099019514;5
426;7;1;1;5;5;14;8,94427191;2,828427125;5,830951895;8,94427191;5;5
427;8;1;1;5;5;13;9,055385138;5,830951895;6;9,055385138;5;5
428;9;1;1;5;5;12;5,385164807;4,123105626;4,123105626;5,385164807;4,472135955;3
429;10;1;1;4;5;12;5;3,605551275;2,236067977;5;2;5
430;11;1;1;4;5;11;7,615773106;3,16227766;4,472135955;7,615773106;3,605551275;5
431;12;1;1;4;5;10;5;3,605551275;2,236067977;5;2;5
432;13;1;1;4;5;9;5;6,08276253;5;5;5,656854249;1
433;14;0;1;4;5;9;9,899494937;1,414213562;7,211102551;9,899494937;6,708203932;5
434;15;0;1;4;5;8;5,099019514;5,099019514;4,472135955;5,099019514;5;3
435;16;0;1;3;5;8;7,071067812;1,414213562;4,472135955;7,071067812;4,123105626;5
436;17;0;1;3;5;7;0;8,485281374;3,16227766;0;4,123105626;4
437;18;0;1;3;4;7;8,544003745;3,605551275;5,385164807;8,544003745;4,472135955;5
438;19;0;1;3;4;6;10;2;7,615773106;10;7,280109889;5
439;20;0;1;3;4;5;9,219544457;1;6,708203932;9,219544457;6,32455532;2
440;1;1;1;5;5;20;7,071067812;1,414213562;4,472135955;7,071067812;4,123105626;5
441;2;1;1;5;5;19;9,055385138;7,615773106;6,32455532;9,055385138;5,385164807;5
442;3;1;1;5;5;18;5,099019514;7,071067812;2,828427125;5,099019514;2,236067977;5
443;4;1;1;5;5;17;5,099019514;5,099019514;4,472135955;5,099019514;5;3
444;5;1;1;4;5;17;7,280109889;4,123105626;4,123105626;7,280109889;3,16227766;5
445;6;1;1;4;5;16;5,099019514;5,099019514;2;5,099019514;1;5
446;7;1;1;4;5;15;10,63014581;2,236067977;8,062257748;10,63014581;7,615773106;2
447;8;1;0;4;5;15;4,472135955;4,472135955;1,414213562;4,472135955;1;5
448;9;1;0;4;5;14;8;6,32455532;5,099019514;8;4,123105626;5
449;10;1;0;4;5;13;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
450;11;1;0;3;5;13;3,16227766;5,830951895;0;3,16227766;1;3
451;12;1;0;2;5;13;9,219544457;1;6,403124237;9,219544457;5,830951895;5
452;13;1;0;2;5;12;5,656854249;2,828427125;3,16227766;5,656854249;3;5
453;14;1;0;2;5;11;7,280109889;4,123105626;6,08276253;7,280109889;6,32455532;3
454;15;1;0;1;5;11;7;6,08276253;6,708203932;7;7,211102551;3
455;16;1;0;0;5;11;1;9,219544457;3,605551275;1;4,472135955;1
456;17;0;0;0;5;11;6,08276253;5;3;6,08276253;2;5
457;18;0;0;0;5;10;10,63014581;2,236067977;7,810249676;10,63014581;7,211102551;5
458;19;0;0;0;5;9;4,123105626;5,385164807;1;4,123105626;0;5
459;20;0;0;0;5;8;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;5
460;1;1;1;5;5;20;8,94427191;2,828427125;5,830951895;8,94427191;5;5
461;2;1;1;5;5;19;4;6,32455532;1,414213562;4;1;5
462;3;1;1;5;5;18;3;6,708203932;3,605551275;3;4,472135955;1
463;4;0;1;5;5;18;8,544003745;3,605551275;5,385164807;8,544003745;4,472135955;5
464;5;0;1;5;5;17;7,071067812;1,414213562;4,472135955;7,071067812;4,123105626;5
465;6;0;1;5;5;16;9,433981132;2,236067977;7,280109889;9,433981132;7,071067812;5
466;7;0;1;5;5;15;4,123105626;7,280109889;2,236067977;4,123105626;2;5
467;8;0;1;5;5;14;8,062257748;2,236067977;5;8,062257748;4,242640687;5
468;9;0;1;5;5;13;5,099019514;5,099019514;2;5,099019514;1;5
469;10;0;1;5;5;12;5;6,08276253;2,236067977;5;1,414213562;5
470;11;0;1;5;5;11;6,708203932;3;5;6,708203932;5,099019514;3
471;12;0;1;4;5;11;10;2;7,615773106;10;7,280109889;2
472;13;0;0;4;5;11;2,236067977;6,403124237;2,236067977;2,236067977;3,16227766;3
473;14;0;0;3;5;11;10,29563014;3,16227766;7,211102551;10,29563014;6,403124237;5
474;15;0;0;3;5;10;9,848857802;3,605551275;6,708203932;9,848857802;5,830951895;5
475;16;0;0;3;5;9;7,211102551;2;4,242640687;7,211102551;3,605551275;5
476;17;0;0;3;5;8;5,385164807;4,123105626;4,123105626;5,385164807;4,472135955;3
477;18;0;0;2;5;8;8,062257748;2,236067977;6,08276253;8,062257748;6;5
478;19;0;0;2;5;7;7,280109889;4,123105626;4,123105626;7,280109889;3,16227766;5
479;20;0;0;2;5;6;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
480;1;1;1;5;5;20;8;6,32455532;7,615773106;8;8,062257748;3
481;2;1;1;4;5;20;5;3,605551275;3;5;3,16227766;5
482;3;1;1;4;5;19;7,810249676;1;5,385164807;7,810249676;5,099019514;5
483;4;1;1;4;5;18;3,605551275;5;2,236067977;3,605551275;2,828427125;3
484;5;1;1;3;5;18;7,071067812;7,071067812;4,472135955;7,071067812;3,605551275;5
485;6;1;1;3;5;17;6,32455532;4;5,099019514;6,32455532;5,385164807;3
486;7;1;1;2;5;17;10,63014581;2,236067977;7,810249676;10,63014581;7,211102551;2
487;8;1;0;2;5;17;6,32455532;4;5,099019514;6,32455532;5,385164807;3
488;9;1;0;1;5;17;6,708203932;3;3,605551275;6,708203932;2,828427125;5
489;10;1;0;1;5;16;6,708203932;3;5;6,708203932;5,099019514;5
490;11;1;0;1;5;15;2;7,211102551;3,16227766;2;4,123105626;1
491;12;0;0;1;5;15;8,544003745;3,605551275;5,385164807;8,544003745;4,472135955;5
492;13;0;0;1;5;14;8;6,32455532;7,615773106;8;8,062257748;3
493;14;0;0;0;5;14;7,211102551;2;5,099019514;7,211102551;5;5
494;15;0;0;0;5;13;4;6,32455532;1,414213562;4;1;5
495;16;0;0;0;5;12;5;6,08276253;2,236067977;5;1,414213562;5
496;17;0;0;0;5;11;9,219544457;5;6,08276253;9,219544457;5,099019514;5
497;18;0;0;0;5;10;7,280109889;4,123105626;6,08276253;7,280109889;6,32455532;5
498;19;0;0;0;5;9;7,211102551;2;5,099019514;7,211102551;5;5
499;20;0;0;0;5;8;9,433981132;2,236067977;7,280109889;9,433981132;7,071067812;5
500;1;1;1;5;5;20;5,385164807;4,123105626;4,123105626;5,385164807;4,472135955;3
501;2;1;1;4;5;20;4,472135955;4,472135955;3,16227766;4,472135955;3,605551275;3
502;3;1;1;3;5;20;4,123105626;5,385164807;1;4,123105626;0;5
503;4;1;1;3;5;19;6,32455532;4;3,16227766;6,32455532;2,236067977;5
504;5;1;1;3;5;18;7,810249676;1;5;7,810249676;4,472135955;5
505;6;1;1;3;5;17;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
506;7;1;1;2;5;17;7,615773106;3,16227766;6;7,615773106;6,08276253;5
507;8;1;1;2;5;16;6,32455532;4;3,16227766;6,32455532;2,236067977;5
508;9;1;1;2;5;15;1;7,810249676;3;1;4;1
509;10;0;1;2;5;15;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
510;11;0;1;2;5;14;10,63014581;2,236067977;7,810249676;10,63014581;7,211102551;5
511;12;0;1;2;5;13;9,899494937;1,414213562;7,211102551;9,899494937;6,708203932;2
512;13;0;0;2;5;13;2,828427125;5,656854249;1,414213562;2,828427125;2,236067977;3
513;14;0;0;1;5;13;4;6,32455532;1,414213562;4;1;5
514;15;0;0;1;5;12;9,433981132;2,236067977;7,280109889;9,433981132;7,071067812;5
515;16;0;0;1;5;11;7,071067812;1,414213562;4,472135955;7,071067812;4,123105626;5
516;17;0;0;1;5;10;6,708203932;3;5;6,708203932;5,099019514;5
517;18;0;0;1;5;9;1;7,810249676;3;1;4;4
518;19;0;0;1;4;9;11,40175425;3,16227766;8,485281374;11,40175425;7,810249676;5
519;20;0;0;1;4;8;5,099019514;5,099019514;4,472135955;5,099019514;5;3
520;1;1;1;5;5;20;8,062257748;5,385164807;7,280109889;8,062257748;7,615773106;3
521;2;1;1;4;5;20;5;3,605551275;2,236067977;5;2;5
522;3;1;1;4;5;19;5,656854249;2,828427125;3,16227766;5,656854249;3;5
523;4;1;1;4;5;18;4,123105626;7,280109889;2,236067977;4,123105626;2;5
524;5;1;1;4;5;17;2,236067977;6,403124237;1;2,236067977;2;3
525;6;1;1;3;5;17;1;7,810249676;2,236067977;1;3,16227766;4
526;7;1;1;3;4;17;7,211102551;2;4,242640687;7,211102551;3,605551275;5
527;8;1;1;3;4;16;4,242640687;4,242640687;2;4,242640687;2,236067977;5
528;9;1;1;3;4;15;12,04159458;3,605551275;9,219544457;12,04159458;8,602325267;2
529;10;1;0;3;4;15;10;2;7,071067812;10;6,403124237;5
530;11;1;0;3;4;14;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
531;12;1;0;2;4;14;6,32455532;4;5,099019514;6,32455532;5,385164807;3
532;13;1;0;1;4;14;7;6,08276253;6,708203932;7;7,211102551;3
533;14;1;0;0;4;14;7,615773106;3,16227766;6;7,615773106;6,08276253;5
534;15;1;0;0;4;13;8,062257748;5,385164807;5;8,062257748;4;5
535;16;1;0;0;4;12;5,830951895;3,16227766;4;5,830951895;4,123105626;5
536;17;1;0;0;4;11;7,810249676;1;5,385164807;7,810249676;5,099019514;5
537;18;1;0;0;4;10;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
538;19;1;0;0;4;9;1;9,219544457;3,605551275;1;4,472135955;1
539;20;0;0;0;4;9;8,062257748;5,385164807;5;8,062257748;4;5
540;1;1;1;5;5;20;4,472135955;4,472135955;1,414213562;4,472135955;1;5
541;2;1;1;5;5;19;2,236067977;6,403124237;1;2,236067977;2;3
542;3;1;1;4;5;19;1;7,810249676;3;1;4;1
543;4;0;1;4;5;19;1;7,810249676;2,236067977;1;3,16227766;4
544;5;0;1;4;4;19;7,071067812;5,099019514;4;7,071067812;3;5
545;6;0;1;4;4;18;12,04159458;3,605551275;9,219544457;12,04159458;8,602325267;2
546;7;0;0;4;4;18;8,246211251;4,472135955;7,071067812;8,246211251;7,280109889;3
547;8;0;0;3;4;18;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
548;9;0;0;3;4;17;7,810249676;1;5,385164807;7,810249676;5,099019514;5
549;10;0;0;3;4;16;2,236067977;8,062257748;2,236067977;2,236067977;2,828427125;4
550;11;0;0;3;3;16;1,414213562;7,071067812;2;1,414213562;3;4
551;12;0;0;3;2;16;8,062257748;2,236067977;6,08276253;8,062257748;6;5
552;13;0;0;3;2;15;5;6,08276253;5;5;5,656854249;3
553;14;0;0;2;2;15;6;6;5,830951895;6;6,403124237;3
554;15;0;0;1;2;15;9;6,708203932;6,08276253;9;5,099019514;5
555;16;0;0;1;2;14;9,219544457;1;6,403124237;9,219544457;5,830951895;5
556;17;0;0;1;2;13;6,32455532;4;3,16227766;6,32455532;2,236067977;5
557;18;0;0;1;2;12;6,32455532;4;3,16227766;6,32455532;2,236067977;5
558;19;0;0;1;2;11;7,615773106;3,16227766;6;7,615773106;6,08276253;3
559;20;0;0;0;2;11;7,071067812;5,099019514;4;7,071067812;3;5
560;1;1;1;5;5;20;7,810249676;1;5;7,810249676;4,472135955;5
561;2;1;1;5;5;19;7,071067812;5,099019514;4;7,071067812;3;5
562;3;1;1;5;5;18;6;6;5,830951895;6;6,403124237;3
563;4;1;1;4;5;18;7,211102551;2;4,242640687;7,211102551;3,605551275;5
564;5;1;1;4;5;17;9,219544457;1;6,708203932;9,219544457;6,32455532;2
565;6;1;0;4;5;17;10,81665383;3;7,810249676;10,81665383;7,071067812;5
566;7;1;0;4;5;16;7,071067812;5,099019514;4;7,071067812;3;5
567;8;1;0;4;5;15;7;6,08276253;6,708203932;7;7,211102551;3
568;9;1;0;3;5;15;1;7,810249676;3;1;4;1
569;10;0;0;3;5;15;6,08276253;5;3;6,08276253;2;5
570;11;0;0;3;5;14;10;2;7,615773106;10;7,280109889;5
571;12;0;0;3;5;13;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
572;13;0;0;3;5;12;7,615773106;3,16227766;6;7,615773106;6,08276253;3
573;14;0;0;2;5;12;4,123105626;5,385164807;3,605551275;4,123105626;4,242640687;3
574;15;0;0;1;5;12;3,16227766;7,615773106;2;3,16227766;2,236067977;3
575;16;0;0;0;5;12;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
576;17;0;0;0;5;11;8,062257748;2,236067977;6,08276253;8,062257748;6;5
577;18;0;0;0;5;10;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;5
578;19;0;0;0;5;9;5,830951895;3,16227766;2,828427125;5,830951895;2,236067977;5
579;20;0;0;0;5;8;9,055385138;7,615773106;6,32455532;9,055385138;5,385164807;5
580;1;1;1;5;5;20;8,602325267;1,414213562;5,656854249;8,602325267;5;5
581;2;1;1;5;5;19;8,94427191;2,828427125;7,071067812;8,94427191;7;5
582;3;1;1;5;5;18;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;2
583;4;1;0;5;5;18;7;6,08276253;4,123105626;7;3,16227766;5
584;5;1;0;5;5;17;8,544003745;3,605551275;5,385164807;8,544003745;4,472135955;5
585;6;1;0;5;5;16;0;8,485281374;3,16227766;0;4,123105626;4
586;7;1;0;5;4;16;8,94427191;2,828427125;7,071067812;8,94427191;7;5
587;8;1;0;5;4;15;8,062257748;5,385164807;7,280109889;8,062257748;7,615773106;3
588;9;1;0;4;4;15;6,32455532;4;5,099019514;6,32455532;5,385164807;5
589;10;1;0;4;4;14;11,40175425;3,16227766;8,485281374;11,40175425;7,810249676;5
590;11;1;0;4;4;13;3,16227766;5,830951895;0;3,16227766;1;3
591;12;1;0;3;4;13;8;6,32455532;7,615773106;8;8,062257748;3
592;13;1;0;2;4;13;6,08276253;7;3,605551275;6,08276253;2,828427125;5
593;14;1;0;2;4;12;8;6,32455532;7,615773106;8;8,062257748;3
594;15;1;0;1;4;12;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
595;16;1;0;1;4;11;10,63014581;2,236067977;7,810249676;10,63014581;7,211102551;5
596;17;1;0;1;4;10;7,615773106;3,16227766;6;7,615773106;6,08276253;5
597;18;1;0;1;4;9;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
598;19;1;0;1;4;8;4,472135955;4,472135955;1,414213562;4,472135955;1;5
599;20;1;0;1;4;7;2;7,211102551;1,414213562;2;2,236067977;3
600;1;1;1;5;5;20;1,414213562;7,071067812;2;1,414213562;3;1
601;2;0;1;5;5;20;8,246211251;4,472135955;7,071067812;8,246211251;7,280109889;3
602;3;0;1;4;5;20;9,219544457;1;6,708203932;9,219544457;6,32455532;2
603;4;0;0;4;5;20;7,071067812;5,099019514;4;7,071067812;3;5
604;5;0;0;4;5;19;5;3,605551275;3;5;3,16227766;3
605;6;0;0;3;5;19;9;6,708203932;6,08276253;9;5,099019514;5
606;7;0;0;3;5;18;2,236067977;6,403124237;2,236067977;2,236067977;3,16227766;4
607;8;0;0;3;4;18;5,830951895;3,16227766;4;5,830951895;4,123105626;5
608;9;0;0;3;4;17;5,830951895;3,16227766;4;5,830951895;4,123105626;5
609;10;0;0;3;4;16;4;6,32455532;4,242640687;4;5;4
610;11;0;0;3;3;16;6,403124237;2,236067977;4,123105626;6,403124237;4;5
611;12;0;0;3;3;15;3,16227766;5,830951895;0;3,16227766;1;3
612;13;0;0;2;3;15;10;2;7,615773106;10;7,280109889;5
613;14;0;0;2;3;14;2,828427125;5,656854249;1,414213562;2,828427125;2,236067977;3
614;15;0;0;1;3;14;6;6;3,16227766;6;2,236067977;5
615;16;0;0;1;3;13;4,472135955;4,472135955;3,16227766;4,472135955;3,605551275;3
616;17;0;0;0;3;13;6,708203932;3;5;6,708203932;5,099019514;5
617;18;0;0;0;3;12;6,708203932;3;3,605551275;6,708203932;2,828427125;5
618;19;0;0;0;3;11;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
619;20;0;0;0;3;10;9,219544457;5;6,08276253;9,219544457;5,099019514;5
620;1;1;1;5;5;20;3,605551275;5;1;3,605551275;1,414213562;3
621;2;1;1;4;5;20;4,472135955;4,472135955;1,414213562;4,472135955;1;5
622;3;1;1;4;5;19;9,219544457;1;6,403124237;9,219544457;5,830951895;5
623;4;1;1;4;5;18;1;9,219544457;3,605551275;1;4,472135955;1
624;5;0;1;4;5;18;4,123105626;5,385164807;1;4,123105626;0;5
625;6;0;1;4;5;17;7,071067812;1,414213562;4,472135955;7,071067812;4,123105626;5
626;7;0;1;4;5;16;9;6,708203932;6,08276253;9;5,099019514;5
627;8;0;1;4;5;15;10,63014581;2,236067977;8,062257748;10,63014581;7,615773106;2
628;9;0;0;4;5;15;5;6,08276253;5;5;5,656854249;4
629;10;0;0;4;4;15;2,236067977;8,062257748;2,236067977;2,236067977;2,828427125;3
630;11;0;0;3;4;15;10,81665383;3;7,810249676;10,81665383;7,071067812;5
631;12;0;0;3;4;14;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
632;13;0;0;2;4;14;6,08276253;5;3;6,08276253;2;5
633;14;0;0;2;4;13;5,099019514;5,099019514;2;5,099019514;1;5
634;15;0;0;2;4;12;7,810249676;1;5,385164807;7,810249676;5,099019514;5
635;16;0;0;2;4;11;7,280109889;4,123105626;4,123105626;7,280109889;3,16227766;5
636;17;0;0;2;4;10;10,81665383;3;7,810249676;10,81665383;7,071067812;5
637;18;0;0;2;4;9;9,219544457;5;6,08276253;9,219544457;5,099019514;5
638;19;0;0;2;4;8;2,236067977;6,403124237;1;2,236067977;2;3
639;20;0;0;1;4;8;3,605551275;5;2,236067977;3,605551275;2,828427125;3
640;1;1;1;5;5;20;2,236067977;6,403124237;1;2,236067977;2;3
641;2;1;1;4;5;20;9,486832981;4,242640687;6,32455532;9,486832981;5,385164807;5
642;3;1;1;4;5;19;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
643;4;1;1;4;5;18;10;2;7,071067812;10;6,403124237;5
644;5;1;1;4;5;17;9,055385138;7,615773106;6,32455532;9,055385138;5,385164807;5
645;6;1;1;4;5;16;9,219544457;5;6,08276253;9,219544457;5,099019514;5
646;7;1;1;4;5;15;7,071067812;5,099019514;6,32455532;7,071067812;6,708203932;3
647;8;1;1;3;5;15;5,385164807;4,123105626;2,236067977;5,385164807;1,414213562;5
648;9;1;1;3;5;14;5,830951895;3,16227766;2,828427125;5,830951895;2,236067977;5
649;10;1;1;3;5;13;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
650;11;1;1;3;5;12;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
651;12;1;1;3;5;11;9,219544457;1;6,708203932;9,219544457;6,32455532;2
652;13;1;0;3;5;11;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
653;14;1;0;3;5;10;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;5
654;15;1;0;3;5;9;6,32455532;4;5,099019514;6,32455532;5,385164807;3
655;16;1;0;2;5;9;7,211102551;2;4,242640687;7,211102551;3,605551275;5
656;17;1;0;2;5;8;7,615773106;3,16227766;6;7,615773106;6,08276253;3
657;18;1;0;1;5;8;9,848857802;3,605551275;6,708203932;9,848857802;5,830951895;5
658;19;1;0;1;5;7;2;7,211102551;1,414213562;2;2,236067977;3
659;20;1;0;0;5;7;4;6,32455532;4,242640687;4;5;1
660;1;1;1;5;5;20;6,08276253;7;3,605551275;6,08276253;2,828427125;5
661;2;1;1;5;5;19;4,472135955;4,472135955;1,414213562;4,472135955;1;5
662;3;1;1;5;5;18;4,242640687;4,242640687;2;4,242640687;2,236067977;3
663;4;1;1;4;5;18;5,830951895;3,16227766;4;5,830951895;4,123105626;5
664;5;1;1;4;5;17;2,828427125;5,656854249;1,414213562;2,828427125;2,236067977;3
665;6;1;1;3;5;17;7,071067812;5,099019514;4;7,071067812;3;5
666;7;1;1;3;5;16;1;7,810249676;3;1;4;1
667;8;0;1;3;5;16;5,656854249;2,828427125;3,16227766;5,656854249;3;5
668;9;0;1;3;5;15;6,403124237;2,236067977;4,123105626;6,403124237;4;5
669;10;0;1;3;5;14;7,280109889;4,123105626;4,123105626;7,280109889;3,16227766;5
